,Diagram 0,Diagram 1,Diagram 2,Diagram 3,Diagram 4,Diagram 5,Diagram 6,Diagram 7,Diagram 8,Diagram 9,Diagram 10,Diagram 11,Diagram 12,Diagram 13,Diagram 14,Diagram 15,Diagram 16,Diagram 17,Diagram 18,Diagram 19,Diagram 20,Diagram 21,Diagram 22,Diagram 23,Diagram 24,Diagram 25,Diagram 26,Diagram 27,Diagram 28,Diagram 29,Diagram 30,Diagram 31,Diagram 32,Diagram 33,Diagram 34,Diagram 35,Diagram 36,Diagram 37,Diagram 38,Diagram 39,Diagram 40,Diagram 41,Diagram 42,Diagram 43,Diagram 44,Diagram 45,Diagram 46,Diagram 47,Diagram 48,Diagram 49,Diagram 50,Diagram 51,Diagram 52,Diagram 53,Diagram 54,Diagram 55,Diagram 56,Diagram 57,Diagram 58,Diagram 59,Diagram 60,Diagram 61,Diagram 62,Diagram 63,Diagram 64,Diagram 65,Diagram 66,Diagram 67,Diagram 68,Diagram 69,Diagram 70,Diagram 71,Diagram 72,Diagram 73,Diagram 74,Diagram 75,Diagram 76,Diagram 77,Diagram 78,Diagram 79,Diagram 80,Diagram 81,Diagram 82,Diagram 83,Diagram 84,Diagram 85,Diagram 86,Diagram 87
Diagram 36,1.797794338603021e-12,8.876995406171868e-13,2.2812438288315073e-13,1.908636813662254e-12,1.036196914963212e-12,4.81181032736925e-12,1.3242605478771189e-12,5.351595264957284e-11,4.4345318637639065e-12,1.1579825236515901e-12,6.227405805050405e-11,1.5330792289585094e-10,1.2636367035502214e-12,1.958740956731822e-11,1.9361517613168294e-12,2.4358055534849632e-11,5.898790817658436e-13,1.5238038304738942e-12,8.519633667193857e-13,1.6615717139385623e-12,1.1355182139854659e-12,2.125505609254686e-12,3.500176255143998e-11,7.864023521592091e-13,9.041748095544714e-13,1.0313729798393079e-12,4.105546227467889e-12,1.3895723740730844e-12,1.2572904164168934e-11,5.1003717768113796e-11,6.078340112549437e-12,2.498197601900643e-10,5.643679833821649e-13,3.294987884497194e-11,1.3168727651705678e-12,4.1973989457925645e-12,0.0,3.357239230603566e-12,1.1143973410173568e-11,3.669784156169503e-12,2.3432498313053244e-12,3.944579988444281e-12,1.1313177070531219e-11,8.630042848044431e-12,1.6827418386028155e-11,8.460638348676745e-12,1.1490971517449796e-11,1.9521727932440576e-11,1.3444397840886363e-11,1.8468136265257027e-12,2.6539653123963706e-12,8.481423994060243e-12,4.9967712264699936e-11,2.1160366302395356e-11,2.377737796302028e-12,2.8628146214130245e-10,2.2302069146644973e-12,1.0200309991617532e-12,1.0796363881328576e-12,1.5655607662661768e-12,5.086011497829004e-12,8.719851715493754e-13,2.3413849536854773e-12,1.858742545305972e-11,2.204787496834126e-12,7.549895742454e-13,9.16839657219167e-13,5.018896073936046e-13,2.483458558710959e-13,1.605909801686873e-12,1.03494161790281e-12,1.3128595650536369e-12,9.299449099298624e-13,2.837069132304326e-11,2.9098596498963523e-11,5.326291598487622e-11,1.7584010668619977e-12,1.6809539220830028e-12,1.745150272838555e-11,4.182251022543952e-12,1.4292497624930215e-12,6.84732264929112e-13,2.058763532798612e-12,1.6115293558489143e-12,1.4131348721583327e-11,5.364942951920053e-12,1.946264981432559e-12,4.52898375276828e-12
Diagram 37,5.027044898023081e-12,4.116950100037247e-12,3.359319842038977e-12,5.137887373082314e-12,4.265447474383272e-12,1.84213179348132e-12,4.553511107297179e-12,5.0286702090152784e-11,2.113599163610283e-12,4.013171477037064e-12,5.904480749108399e-11,1.500786723364309e-10,2.2693538500989357e-12,1.7136761357770966e-11,2.0961150024911248e-12,2.2484206468697904e-11,3.819129641185904e-12,2.4607251763105043e-12,3.762718708908029e-12,4.890822273358623e-12,4.364768773405526e-12,3.2647424437291004e-12,3.177251199201992e-11,4.015652911579269e-12,3.3444569614853054e-12,4.260623539259368e-12,3.4269839632957904e-12,4.618822933493145e-12,9.881353548264624e-12,5.061293889503103e-11,4.554478858484334e-12,2.4659050963064413e-10,3.5069754985705676e-12,3.426101878196731e-11,4.546123324590628e-12,2.746117462581885e-12,3.357239230603566e-12,0.0,8.263582896918878e-12,8.903710920808895e-13,1.5106570998841542e-12,1.1799730491554975e-12,8.083926511111158e-12,5.400792288624374e-12,1.630409494308148e-11,5.231387789256684e-12,8.261720958029735e-12,1.6292477373020514e-11,1.0112801395548267e-11,1.6190016359918545e-12,2.0992933133144513e-12,5.252173434640182e-12,4.672951618338544e-11,1.78901329514718e-11,1.0166213346708284e-12,2.830522115818823e-10,1.9238494133772588e-12,2.4524154591265264e-12,4.3088869475529175e-12,4.794811325686237e-12,3.2333125172291446e-12,2.555641983388062e-12,1.7983434365477719e-12,1.5358174893639662e-11,2.7998965806854465e-12,4.001410022476042e-12,2.9359715926406708e-12,3.663546655271796e-12,3.2088532178683826e-12,4.835160361106934e-12,2.4157452227065656e-12,4.542110124473697e-12,4.074876873912615e-12,2.51414407636232e-11,2.5869345939543457e-11,5.0548172878670196e-11,4.987651626282059e-12,4.910204481503064e-12,1.422225216896549e-11,1.709492625245789e-12,4.658500321913082e-12,3.5688093960327175e-12,5.288014092218672e-12,4.840779915268975e-12,1.408004396279626e-11,2.1414991031530622e-12,3.1927755819239152e-12,1.5117954569581036e-12
Diagram 38,1.294176774877659e-11,1.2031672950790756e-11,1.1150528091898305e-11,1.3052610223835824e-11,1.2180170325136781e-11,6.505827035498519e-12,1.2468233958050689e-11,4.237197923939927e-11,6.709441546409664e-12,1.1927894327790574e-11,5.113008464033046e-11,1.421639494856774e-10,1.0110959418470081e-11,1.8426889575707885e-11,9.995549607018048e-12,2.8681664061089003e-11,1.1733852491939414e-11,9.620169579699675e-12,1.1677441559661537e-11,1.2805545124112132e-11,1.2279491624159035e-11,1.1444827321539183e-11,2.38577891412664e-11,1.1930375762332778e-11,1.1259179812238814e-11,1.2175346390012877e-11,1.071058393452309e-11,1.2533545784246655e-11,9.95143779489828e-12,5.865341187914737e-11,5.545808960099489e-12,2.3867578677989063e-10,1.1421698349324076e-11,4.252460167888619e-11,1.2460846175344136e-11,7.0575258526010155e-12,1.1143973410173568e-11,8.263582896918878e-12,0.0,8.01669329168363e-12,9.260682065836517e-12,7.232262175722097e-12,4.404458911461179e-12,3.53391598070266e-12,2.4349325628364088e-11,4.859017834710996e-12,1.2617759306102647e-11,8.548245049606251e-12,1.2399147047815276e-11,9.495559845775125e-12,8.4900080977772e-12,6.486207314099083e-12,5.3499120029779334e-11,1.2032730440697254e-11,8.891393770299774e-12,2.7513748873112886e-10,9.809777662446718e-12,1.0337187284482568e-11,1.2223609798306426e-11,1.2709534176439747e-11,1.0226131189333424e-11,1.0438849685004004e-11,9.68686481311947e-12,1.0555927890975266e-11,1.0714619431438954e-11,1.1898962984418969e-11,1.085069444339418e-11,1.1578269506025306e-11,1.1026814447953672e-11,1.2749883211860444e-11,1.0330468073460075e-11,1.2456832975227206e-11,1.1989599724666124e-11,2.1133699967789993e-11,1.7954623088789948e-11,5.430028261130535e-11,1.2902374477035566e-11,1.2824927332256572e-11,6.30752931821198e-12,7.169083792197077e-12,1.2573223172666592e-11,1.1483532246786226e-11,1.3202736942972182e-11,1.2755502766022484e-11,2.179092258437416e-11,7.382792424095843e-12,1.1131693782042957e-11,7.18280159506019e-12
Diagram 39,5.4675784947725234e-12,4.55748369678669e-12,3.6763388378942394e-12,5.578420969831756e-12,4.705981071132716e-12,1.9230807223916224e-12,4.9940447040466216e-12,4.984616849340334e-11,2.0691844467512498e-12,4.453705073786508e-12,5.860427389433454e-11,1.4963813873968143e-10,2.6367701644660156e-12,1.6517398543778446e-11,2.6482710030875956e-12,2.1739714278501635e-11,4.2596632379353465e-12,2.253542841327161e-12,4.203252305657472e-12,5.3313558701080644e-12,4.805302370154969e-12,3.428134029855551e-12,3.133197839527047e-11,4.4561865083287126e-12,3.7849905582347485e-12,4.701157136008811e-12,3.015430584320627e-12,5.0593565302425875e-12,9.400579716112176e-12,5.06377502733539e-11,4.252241504845744e-12,2.4614997603389477e-10,3.947509095320011e-12,3.450790838720255e-11,4.98665692134007e-12,2.3592805215518107e-12,3.669784156169503e-12,8.903710920808895e-13,8.01669329168363e-12,0.0,2.291322486486248e-12,1.2124645740260305e-12,7.643392914361716e-12,5.045939466301629e-12,1.6332632336680456e-11,4.790854192507241e-12,7.950455564905317e-12,1.585194377627107e-11,1.0433936757103872e-11,2.021370591771058e-12,1.7199344668585137e-12,4.81163983789074e-12,4.678843280048939e-11,1.750261429314971e-11,1.7969862358368468e-12,2.82611677985133e-10,2.2159944722308783e-12,2.862998030478501e-12,4.749420544302361e-12,5.235344922435679e-12,3.6214934877956962e-12,2.964660430999938e-12,2.212675559115403e-12,1.4917641296890218e-11,3.2594060424874575e-12,4.424773730414903e-12,3.3765051893901143e-12,4.104080252021239e-12,3.5526251939496056e-12,5.275693957856376e-12,2.856278819456009e-12,4.98264372122314e-12,4.515410470662058e-12,2.4700907166873755e-11,2.5428812342794017e-11,4.9756465785592116e-11,5.4281852230315e-12,5.350738078252506e-12,1.3781718572216047e-11,2.27172514081767e-12,5.0990339186625244e-12,4.009342992782161e-12,5.728547688968114e-12,5.281313512018416e-12,1.4178545030135686e-11,2.3610983307332627e-12,3.6333091786733576e-12,2.059204614961426e-12
Diagram 40,3.681085682940074e-12,2.821235199283098e-12,2.495535363201753e-12,3.791928157999306e-12,2.9967787128251924e-12,2.8534103637208894e-12,3.2371459485244296e-12,5.163266130523579e-11,2.551240519426855e-12,2.667212261954057e-12,6.0390766706167e-11,1.514246315515139e-10,1.6916075378557697e-12,1.8293491969075263e-11,7.462390747079189e-13,2.3824762112122552e-11,2.516328884378355e-12,2.565632395764082e-12,2.4167594938250216e-12,3.5448630582756157e-12,3.0231362854567664e-12,3.1456173599881245e-12,3.3118471207102917e-11,2.6890906945438224e-12,2.0498793385916843e-12,2.9146643241763604e-12,4.3108586481349506e-12,3.272863718410138e-12,1.0982346777282675e-11,5.1208129294994465e-11,4.7387681525877265e-12,2.4793646884572717e-10,2.2139271988078736e-12,3.384306621938578e-11,3.2001641095076207e-12,2.9803079011927272e-12,2.3432498313053244e-12,1.5106570998841542e-12,9.260682065836517e-12,2.291322486486248e-12,0.0,2.135588150150859e-12,9.429885726194166e-12,6.746751503707381e-12,1.6615356025629995e-11,6.577347004339692e-12,9.607680173112743e-12,1.7638436588103523e-11,1.129003324444335e-11,8.925454758799042e-13,2.3172898522614767e-12,6.598132649723191e-12,4.8115746481109283e-11,1.917108407334385e-11,9.250365492360313e-13,2.843981707969654e-10,1.7304419650361103e-12,1.7629039099511986e-12,2.9706387541753856e-12,3.44885211060323e-12,3.235533761417377e-12,1.4815459170241074e-12,1.3180394713253895e-12,1.670413410872267e-11,1.4697476304915262e-12,2.807470134735249e-12,1.6480651665051315e-12,2.3386574425577864e-12,2.268659597644317e-12,3.489201146023926e-12,1.7855153459467857e-12,3.2219404839014297e-12,2.7289176588296073e-12,2.6487399978706205e-11,2.7215305154626466e-11,5.196834621106645e-11,3.641692411199051e-12,3.564245266420056e-12,1.55682113840485e-11,2.2190210510893478e-12,3.312541106830074e-12,2.2519855548095886e-12,3.942054877135665e-12,3.4948207001859677e-12,1.4069097778162874e-11,3.4149325649379038e-12,2.4446918427345278e-12,2.5622602182479114e-12
Diagram 41,5.709505573054494e-12,4.79941077506866e-12,3.9590355173841375e-12,5.820348048113727e-12,4.947908149414685e-12,1.2240201744386666e-12,5.235971782328592e-12,4.9604241415121367e-11,1.538131699405417e-12,4.695632152068478e-12,5.836234681605257e-11,1.4939621166139946e-10,2.9880895075635656e-12,1.715109924194046e-11,2.76328743129595e-12,2.267917794830716e-11,4.501590316217316e-12,2.7276183557207697e-12,4.4451793839394426e-12,5.573282948390035e-12,5.047229448436939e-12,4.361217473775803e-12,3.10900513169885e-11,4.698113586610682e-12,4.026917636516718e-12,4.9430842142907806e-12,4.189695989359121e-12,5.301283608524558e-12,9.839954050147872e-12,5.162419701732935e-11,4.021403224022296e-12,2.4590804895561275e-10,4.189436173601981e-12,3.5440991831122806e-11,5.228583999622041e-12,2.291212337130139e-12,3.944579988444281e-12,1.1799730491554975e-12,7.232262175722097e-12,1.2124645740260305e-12,2.135588150150859e-12,0.0,7.595027939988424e-12,4.718331613592962e-12,1.7339815229976058e-11,4.548927114225272e-12,7.649370494961358e-12,1.5610016697989103e-11,9.923180705371287e-12,2.263297670053027e-12,1.8160596585005059e-12,4.56971275960877e-12,4.699578519226977e-11,1.7229355851935402e-11,1.659131594577678e-12,2.8236975090685093e-10,2.7261678146833382e-12,3.10492510876047e-12,4.991347622584331e-12,5.477272000717651e-12,3.764701953246421e-12,3.206587509281907e-12,2.5721704045285285e-12,1.4675714218608248e-11,3.4823572557168586e-12,4.666700808696872e-12,3.6184322676720834e-12,4.346007330303208e-12,3.802673483796799e-12,5.517621036138347e-12,3.098205897737978e-12,5.224570799505111e-12,4.7573375489440274e-12,2.4458980088591785e-11,2.5186885264512046e-11,5.020794622752793e-11,5.670112301313471e-12,5.5926651565344755e-12,1.353979149393408e-11,1.364067470468078e-12,5.340960996944495e-12,4.251270071064131e-12,5.970474767250085e-12,5.523240590300389e-12,1.4840149247889863e-11,1.8975921622371325e-12,4.048083934279577e-12,1.5010753075646996e-12
Diagram 42,1.3110971409134241e-11,1.2200876611148405e-11,1.1319731752255955e-11,1.3221813884193473e-11,1.234937398549443e-11,6.747030916774256e-12,1.2637437618408338e-11,4.220277557904162e-11,6.87864520676731e-12,1.2097097988148223e-11,5.096088097997282e-11,1.4199474582531973e-10,1.0280163078827733e-11,1.4095152088349322e-11,1.0164753267375697e-11,2.473840597036077e-11,1.1903056152297063e-11,9.789373240057324e-12,1.1846645220019188e-11,1.2974748784469782e-11,1.2448695284516684e-11,9.349712764893564e-12,2.3688585480908754e-11,1.2099579422690429e-11,1.1428383472596465e-11,1.2344550050370526e-11,7.20763084306333e-12,1.2702749444604304e-11,5.652625903310116e-12,5.452958270327821e-11,5.462977434164648e-12,2.38506583119533e-10,1.1590902009681727e-11,3.840077250301703e-11,1.2630049835701786e-11,7.115778124738655e-12,1.1313177070531219e-11,8.083926511111158e-12,4.404458911461179e-12,7.643392914361716e-12,9.429885726194166e-12,7.595027939988424e-12,0.0,5.3052065371240155e-12,2.0225496452494932e-11,5.259497505235575e-12,9.83495260402843e-12,8.208550861909357e-12,1.0704752913584965e-11,9.664763506132773e-12,8.659211758134848e-12,5.136729348929537e-12,4.937529085391018e-11,1.1380548645371397e-11,9.060597430657425e-12,2.7496828507077114e-10,9.746254342050506e-12,1.0506390944840217e-11,1.2392813458664076e-11,1.2878737836797396e-11,8.974389790226095e-12,1.0608053345361654e-11,9.856068473477117e-12,8.892126357413069e-12,1.0883823091796606e-11,1.206816664477662e-11,1.101989810375183e-11,1.1747473166382953e-11,1.1196018108311321e-11,1.2919086872218091e-11,1.0499671733817726e-11,1.2626036635584857e-11,1.2158803385023773e-11,1.858519653715155e-11,1.77854194284323e-11,5.046763612833927e-11,1.3071578137393216e-11,1.2994130992614221e-11,8.032629949634947e-12,7.67769431108223e-12,1.274242683302424e-11,1.1652735907143877e-11,1.337194060332983e-11,1.2924706426380134e-11,1.7958276101408077e-11,7.515488127388262e-12,1.1276702093035073e-11,8.320485851357325e-12
Diagram 43,1.0427837186647454e-11,9.517742388661618e-12,8.636597529769166e-12,1.0538679661706684e-11,9.666239763007643e-12,3.991896473369383e-12,9.95430339592155e-12,4.488590980152841e-11,4.198229498567229e-12,9.413963765661436e-12,5.3644015202459615e-11,1.4467788004780652e-10,7.597028856340946e-12,1.6977952920256904e-11,7.481619044888911e-12,2.5610664520727926e-11,9.219921929810274e-12,7.1700856719766925e-12,9.1635109975324e-12,1.0291614561982993e-11,9.765561062029897e-12,8.474073496157177e-12,2.637171970339554e-11,9.416445200203641e-12,8.745249250109675e-12,9.661415827883738e-12,7.902144592806799e-12,1.0019615222117516e-11,9.095572545346897e-12,5.5682658053765374e-11,4.424145642520633e-12,2.411897173420198e-10,8.907767787194938e-12,3.955384785350418e-11,9.946915613214999e-12,4.752358812953885e-12,8.630042848044431e-12,5.400792288624374e-12,3.53391598070266e-12,5.045939466301629e-12,6.746751503707381e-12,4.718331613592962e-12,5.3052065371240155e-12,0.0,2.137857180298208e-11,1.8961005499961717e-12,9.121510588084075e-12,1.0891685084396142e-11,9.369376851358972e-12,6.981629283645989e-12,5.976077535648064e-12,3.583095064739068e-12,5.052836620439733e-11,1.2696018571041301e-11,6.377463208170639e-12,2.7765141929325796e-10,7.028117083169459e-12,7.823256722353431e-12,9.709679236177289e-12,1.0195603614310607e-11,6.904043316195736e-12,7.924919122874868e-12,7.172934250990334e-12,9.957382605015287e-12,8.200688869309817e-12,9.385032422289832e-12,8.336763881265042e-12,9.064338943896166e-12,8.512883885824534e-12,1.0235952649731305e-11,7.816537511330938e-12,9.942902413098067e-12,9.475669162536985e-12,2.0256103579643954e-11,2.0468553650919087e-11,5.124885987633914e-11,1.0388443914906429e-11,1.0310996770127435e-11,8.821459880341117e-12,4.527730452618033e-12,1.0059292610537453e-11,8.969601684657089e-12,1.0688806380843043e-11,1.0241572203893345e-11,1.8507451340307165e-11,3.9625294016653995e-12,8.593567870548285e-12,4.1844912854594694e-12
Diagram 44,1.8625212724631177e-11,1.7715117926645343e-11,1.683397306775289e-11,1.873605519969041e-11,1.786361530099137e-11,1.8114389628144804e-11,1.8151678933905274e-11,3.6996521231150055e-11,1.8110850639416555e-11,1.761133930364516e-11,6.77125943281593e-11,1.364805045098228e-10,1.579440439432467e-11,6.424967946102093e-12,1.664759106083942e-11,7.662833836165749e-12,1.7417297467794e-11,1.6585396725142064e-11,1.7360886535516124e-11,1.848899009996672e-11,1.796293660001362e-11,1.48639540803905e-11,3.6355831876319963e-11,1.7613820738187365e-11,1.6942624788093402e-11,1.7858791365867462e-11,1.4140846196123366e-11,1.821699076010124e-11,1.5260912404388695e-11,3.4648141573450156e-11,2.0139705551139655e-11,2.380194379429193e-10,1.7105143325178664e-11,1.8175276050522103e-11,1.8144291151198722e-11,1.8252611120285047e-11,1.6827418386028155e-11,1.630409494308148e-11,2.4349325628364088e-11,1.6332632336680456e-11,1.6615356025629995e-11,1.7339815229976058e-11,2.0225496452494932e-11,2.137857180298208e-11,0.0,2.029814418853582e-11,1.4382083199051681e-11,2.2536545166009142e-11,2.144080906722613e-11,1.5957142017687358e-11,1.6832067725154717e-11,1.9455215282276664e-11,3.3255802118458225e-11,2.75831423912838e-11,1.635276559328989e-11,2.7002841234160976e-10,1.6176105076922853e-11,1.6145102662118085e-11,1.7907054774161016e-11,1.8392979152294334e-11,1.6529568785614537e-11,1.614188900531578e-11,1.6628818552617487e-11,2.6435641012684503e-11,1.7415347316826255e-11,1.7582407960273555e-11,1.6534139419248766e-11,1.7261714481879893e-11,1.671025942380826e-11,1.843332818771503e-11,1.6253205986695748e-11,1.8140277951081793e-11,1.7673044700520712e-11,1.6023608850936366e-11,3.713522204468114e-11,3.6445897844759284e-11,1.8585819452890155e-11,1.850837230811116e-11,2.825812640212988e-11,1.7410885032155355e-11,1.8256668148521176e-11,1.7166977222640813e-11,1.8886181918826768e-11,1.8438947741877072e-11,1.3951750069726905e-11,1.7746089457766715e-11,1.679094340853201e-11,1.7563168923171018e-11
Diagram 45,1.0258432687279764e-11,9.348337889293928e-12,8.467193030401481e-12,1.0369275162338995e-11,9.496835263639954e-12,3.8485745049258704e-12,9.784898896553862e-12,4.50553143008961e-11,4.060808445360571e-12,9.244559266293746e-12,5.38134197018273e-11,1.4484728454717422e-10,7.427624356973258e-12,1.6751524222490293e-11,7.312214545521221e-12,2.4056622412987547e-11,9.050517430442586e-12,6.936834518202851e-12,8.99410649816471e-12,1.0122210062615305e-11,9.596156562662208e-12,7.393645881710918e-12,2.654112420276323e-11,9.247040700835953e-12,8.575844750741989e-12,9.49201132851605e-12,6.597720875471471e-12,9.850210722749826e-12,9.063305131784264e-12,5.4602230439319105e-11,4.99022321893374e-12,2.413591218413875e-10,8.738363287827251e-12,3.847342023905792e-11,9.77751111384731e-12,4.302503951072775e-12,8.460638348676745e-12,5.231387789256684e-12,4.859017834710996e-12,4.790854192507241e-12,6.577347004339692e-12,4.548927114225272e-12,5.259497505235575e-12,1.8961005499961717e-12,2.029814418853582e-11,0.0,8.116835935329972e-12,1.1061089583763831e-11,8.414942614284934e-12,6.812224784278299e-12,5.806673036280374e-12,2.7039284629989423e-12,4.944793858995107e-11,1.315565567082888e-11,6.20805870880295e-12,2.7782082379262565e-10,6.858712583801769e-12,7.653852222985742e-12,9.5402747368096e-12,1.0026199114942919e-11,5.673084519923427e-12,7.755514623507179e-12,7.003529751622644e-12,1.0170539036106065e-11,8.031284369942131e-12,9.215627922922142e-12,8.167359381897354e-12,8.894934444528478e-12,8.343479386456847e-12,1.0066548150363615e-11,7.64713301196325e-12,9.77349791373038e-12,9.306264663169297e-12,2.0450084024919205e-11,2.0637958150286778e-11,5.002686192037421e-11,1.021903941553874e-11,1.0141592270759747e-11,8.990864379708806e-12,4.358325953250344e-12,9.889888111169763e-12,8.800197185289401e-12,1.0519401881475353e-11,1.0072167704525657e-11,1.7276492544034855e-11,3.1624144394017874e-12,8.424163371180599e-12,4.084519822742603e-12
Diagram 46,1.3288765856052817e-11,1.2378671058066982e-11,1.1497526199174531e-11,1.339960833111205e-11,1.2527168432413006e-11,8.279981820739346e-12,1.2815232065326913e-11,4.2024981132123046e-11,8.544286513342597e-12,1.22748924350668e-11,5.333051112910763e-11,1.4181695137840115e-10,1.0457957525746309e-11,1.3762666091181654e-11,1.0342547714294273e-11,1.828611283935747e-11,1.208085059921564e-11,1.0130012528554718e-11,1.2024439666937767e-11,1.3152543231388356e-11,1.262648973143526e-11,9.527507211812141e-12,2.3510791033990175e-11,1.2277373869609004e-11,1.1606177919515042e-11,1.2522344497289102e-11,7.779920917930404e-12,1.2880543891522881e-11,6.432618607028303e-12,4.868616944983497e-11,1.1076960645450074e-11,2.383287886726144e-10,1.1768696456600304e-11,3.255735924957378e-11,1.2807844282620362e-11,9.394944342534968e-12,1.1490971517449796e-11,8.261720958029735e-12,1.2617759306102647e-11,7.950455564905317e-12,9.607680173112743e-12,7.649370494961358e-12,9.83495260402843e-12,9.121510588084075e-12,1.4382083199051681e-11,8.116835935329972e-12,0.0,8.320541290927044e-12,7.781681618560808e-12,9.842557953051351e-12,9.139507049050489e-12,7.228073644685633e-12,4.3876343842843106e-11,1.3222709829211972e-11,9.238391877576e-12,2.747904906238526e-10,9.88904575257482e-12,1.0684185391758794e-11,1.2570607905582652e-11,1.305653228371597e-11,7.214970646330918e-12,1.078584779228023e-11,1.0033862920395696e-11,1.2053557813632822e-11,1.1061617538715182e-11,1.2245961091695198e-11,1.1197692550670406e-11,1.1925267613301532e-11,1.1373812555229899e-11,1.3096881319136667e-11,1.0677466180736301e-11,1.2803831082503432e-11,1.2336597831942352e-11,1.688204441543799e-11,2.2753138845629462e-11,4.5577354656507077e-11,1.3249372584311792e-11,1.3171925439532798e-11,1.4361979633138742e-11,8.010348687388576e-12,1.2920221279942816e-11,1.1830530354062454e-11,1.3549735050248408e-11,1.3102500873298708e-11,1.0651065405162348e-11,6.572094509618361e-12,1.145449653995365e-11,7.055188338780945e-12
Diagram 47,2.1319522271043602e-11,2.0409427473057764e-11,1.9528282614165313e-11,2.1430364746102832e-11,2.055792484740379e-11,1.4883581557765522e-11,2.0845988480317698e-11,3.399422471713227e-11,1.5087196068676667e-11,2.0305648850057582e-11,4.517604916215017e-11,1.3378619496341038e-10,1.8488713940737087e-11,1.6111577219907047e-11,1.837330412928505e-11,2.5254953472280845e-11,2.011160701420642e-11,1.799792410196668e-11,2.0055196081928545e-11,2.118329964637914e-11,2.0657246146426045e-11,1.755826362680292e-11,1.5480034618999397e-11,2.0308130284599783e-11,1.963693433450582e-11,2.0553100912279887e-11,1.541618170497269e-11,2.0911300306513663e-11,7.2756327616204454e-12,5.684063141679243e-11,1.3443387819891136e-11,2.3029803225762364e-10,1.9799452871591083e-11,4.071182121653124e-11,2.0838600697611144e-11,1.5324328986648012e-11,1.9521727932440576e-11,1.6292477373020514e-11,8.548245049606251e-12,1.585194377627107e-11,1.7638436588103523e-11,1.5610016697989103e-11,8.208550861909357e-12,1.0891685084396142e-11,2.2536545166009142e-11,1.1061089583763831e-11,8.320541290927044e-12,0.0,1.1810482519883454e-11,1.7873314368042128e-11,1.6867762620044205e-11,1.1040303938380335e-11,5.168633956742439e-11,8.484481272351064e-12,1.7269148292566782e-11,2.667597342088618e-10,1.79198021675656e-11,1.8714941806749573e-11,2.0601364320573434e-11,2.1087288698706755e-11,1.5245727061321698e-11,1.881660420727101e-11,1.8064619335386474e-11,8.33126809702815e-12,1.909237395370596e-11,2.0276717506685973e-11,1.9228448965661187e-11,1.995602402829231e-11,1.940456897022068e-11,2.112763773412745e-11,1.870822259572708e-11,2.0834587497494217e-11,2.036735424693313e-11,1.569144212561103e-11,1.4598676878672003e-11,5.0984183630259345e-11,2.1280128999302577e-11,2.1202681854523583e-11,7.093727883867146e-12,1.5419415537014173e-11,2.09509776949336e-11,1.9861286769053234e-11,2.158049146523919e-11,2.113325728828949e-11,1.847482360332815e-11,1.422350402316562e-11,1.948525295494443e-11,1.507617636985561e-11
Diagram 48,1.494345127052072e-11,1.4059211098042637e-11,1.3464666241160971e-11,1.5064578542195027e-11,1.4239211751185975e-11,1.0192688169173457e-11,1.4501075775884148e-11,4.0381904903101066e-11,1.054726543062943e-11,1.39295778495347e-11,4.912840111858634e-11,1.4016226596393326e-10,1.2337291443021573e-11,2.0951712335643393e-11,1.2011606124320414e-11,2.5021680304757476e-11,1.3780101693709936e-11,1.2492576371917576e-11,1.3688163483811292e-11,1.480818098131257e-11,1.4304307130951995e-11,1.1438944677844744e-11,2.185610561952228e-11,1.3960901904343556e-11,1.3305878606300639e-11,1.4184039823210847e-11,1.0186044663593667e-11,1.4544980276143387e-11,1.3365033034161167e-11,5.571502018661674e-11,1.3152614070814706e-11,2.3667410325814654e-10,1.3464909735580487e-11,3.922610770671573e-11,1.4462529697088265e-11,1.1744211739935601e-11,1.3444397840886363e-11,1.0112801395548267e-11,1.2399147047815276e-11,1.0433936757103872e-11,1.129003324444335e-11,9.923180705371287e-12,1.0704752913584965e-11,9.369376851358972e-12,2.144080906722613e-11,8.414942614284934e-12,7.781681618560808e-12,1.1810482519883454e-11,0.0,1.1622362024471414e-11,1.1620450652061291e-11,8.82505348244438e-12,5.0892614615190767e-11,7.889913227848618e-12,1.1083522829060545e-11,2.731358052093847e-10,1.1574403207958698e-11,1.2493386476606232e-11,1.4233553694090053e-11,1.4728438781102026e-11,8.885393403142404e-12,1.2603972850731431e-11,1.1737284359934852e-11,5.644913454683681e-12,1.2716302953183082e-11,1.4024618864613323e-11,1.2884899500446856e-11,1.358248735273962e-11,1.3289697988532752e-11,1.475931200776713e-11,1.2433310138110239e-11,1.4489069016621912e-11,1.399128324641025e-11,1.982674638947831e-11,1.6108662126210116e-11,5.026078099998057e-11,1.4904057998779694e-11,1.4833151177032453e-11,1.2559893806542717e-11,9.298774527925934e-12,1.4586728541128357e-11,1.34991985277271e-11,1.5204420464716306e-11,1.477429420197038e-11,1.4629915537128288e-11,8.328922020878472e-12,1.3109181954421552e-11,8.949071900657469e-12
